Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-22 05:08 UTC,3h 40m,Not in Transit,Tug,SUPPORTING VESSELS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-22 03:32 UTC,1h 59m,Not in Transit,Tug,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-22 03:04 UTC,46m,Not in Transit,Other Passenger,PASSENGER SHIPS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:54 UTC,2h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
ELDORADO,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:50 UTC,52m,Not in Transit,Other Passenger,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:39 UTC,1h 36m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-22 01:32 UTC,2h 47m,Not in Transit,Other Special Craft,OTHER MARKETS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-22 01:27 UTC,2h 44m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-22 01:08 UTC,1h 37m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:58 UTC,1h 32m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:45 UTC,55m,Not in Transit,Other Passenger,PASSENGER SHIPS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:42 UTC,2h 54m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-22 23:58 UTC,7h 5m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-22 23:48 UTC,8h 44m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-22 23:47 UTC,13h 47m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:01 UTC,7h 50m,Not in Transit,Tug,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:04 UTC,10h 44m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-22 14:33 UTC,7h 43m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:44 UTC,13h 18m,Not in Transit,Crew Boat,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:15 UTC,10h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 11:36 UTC,8h 13m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-22 11:20 UTC,8h 13m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-22 08:17 UTC,11h 33m,Not in Transit,Other Special Craft,OTHER MARKETS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:24 UTC,6h 27m,Not in Transit,Other Special Craft,OTHER MARKETS
NORWEGIAN BLISS,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:58 UTC,11h 11m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:04 UTC,5h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-22 00:03 UTC,6h 53m,Not in Transit,Tug,SUPPORTING VESSELS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-22 18:24 UTC,22h 19m,Not in Transit,Other Fishing,FISHING
BREATHE,DEPARTURE,Port,LOS ANGELES,2021-11-22 17:46 UTC,1d 56m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
CORPUS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:46 UTC,1d 2h 29m,Not in Transit,Tug,SUPPORTING VESSELS
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:06 UTC,17h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:00 UTC,14h 29m,Not in Transit,Other Special Craft,OTHER MARKETS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-22 08:15 UTC,1d 5h 5m,Not in Transit,Tug,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-22 07:14 UTC,15h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-22 04:02 UTC,18h 34m,Not in Transit,Tug,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-22 04:01 UTC,22h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
CRYSTAL STAR,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:42 UTC,2d 34m,Not in Transit,Other Fishing,FISHING
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-22 01:26 UTC,22h 49m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
THIRD TRI,DEPARTURE,Port,LOS ANGELES,2021-11-22 22:24 UTC,21d 35m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
ALOHA SPIRIT,DEPARTURE,Port,LOS ANGELES,2021-11-22 20:27 UTC,13d 19h 6m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
LAPPD BOAT 39,DEPARTURE,Port,LOS ANGELES,2021-11-22 19:25 UTC,3d 17h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
ISLAND STARR,DEPARTURE,Port,LOS ANGELES,2021-11-22 17:51 UTC,17d 21h 57m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
SUPER EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-22 17:11 UTC,2d 14h 8m,Not in Transit,High Speed Craft,PASSENGER SHIPS
KENNETH CARL,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:45 UTC,2d 18h 23m,Not in Transit,Pollution Control Vessel,SUPPORTING VESSELS
NAT GEO VENTURE,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:34 UTC,8d 19h 58m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
LUKE,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:31 UTC,10d 20h 37m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
CLEAN OCEAN,DEPARTURE,Port,LOS ANGELES,2021-11-22 14:32 UTC,11d 19h 3m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
EVER FRONT,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:57 UTC,9d 17h 22m,Not in Transit,Container Ship,CONTAINER SHIPS
TORM SOLUTION,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:18 UTC,2d 22h 45m,Not in Transit,Oil/Chemical Tanker,WET BULK
CMA CGM SWORDFISH,DEPARTURE,Port,LOS ANGELES,2021-11-22 02:39 UTC,2d 11h 48m,Not in Transit,Container Ship,CONTAINER SHIPS
CRYSTAL SEA,DEPARTURE,Port,LOS ANGELES,2021-11-22 01:57 UTC,7d 11h 28m,Not in Transit,Fishing Vessel,FISHING
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-23 23:54 UTC,2h 31m,Not in Transit,Other Special Craft,OTHER MARKETS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 22:19 UTC,48m,Not in Transit,Other Special Craft,OTHER MARKETS
KLIHYAM,DEPARTURE,Port,LOS ANGELES,2021-11-23 22:03 UTC,3h 42m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-23 20:56 UTC,2h 1m,Not in Transit,Other Special Craft,OTHER MARKETS
PONO,DEPARTURE,Port,LOS ANGELES,2021-11-23 20:22 UTC,2h ,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT POLARIS 3,DEPARTURE,Port,LOS ANGELES,2021-11-23 19:55 UTC,40m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
LA ESPADA,DEPARTURE,Port,LOS ANGELES,2021-11-23 19:09 UTC,46m,Not in Transit,Other Passenger,PASSENGER SHIPS
ST KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-23 17:42 UTC,2h 9m,Not in Transit,Other Fishing,FISHING
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-23 17:17 UTC,1h 51m,Not in Transit,Crew Boat,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-23 16:37 UTC,39m,Not in Transit,Other Special Craft,OTHER MARKETS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 16:17 UTC,2h 4m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-23 16:07 UTC,2h 17m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-23 14:33 UTC,1h 29m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-23 13:00 UTC,1h 14m,Not in Transit,Tug,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:52 UTC,1h 6m,Not in Transit,Tug,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:24 UTC,3h ,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-23 09:15 UTC,2h 21m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-23 07:49 UTC,4h 49m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-23 05:13 UTC,3h 26m,Not in Transit,Tug,SUPPORTING VESSELS
TITUS,DEPARTURE,Port,LOS ANGELES,2021-11-23 04:25 UTC,37m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-23 04:17 UTC,4h 25m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-23 02:38 UTC,40m,Not in Transit,Other Passenger,PASSENGER SHIPS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 02:19 UTC,1h 10m,Not in Transit,Other Special Craft,OTHER MARKETS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-23 01:55 UTC,2h 43m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:39 UTC,2h 9m,Not in Transit,Other Special Craft,OTHER MARKETS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:34 UTC,3h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:29 UTC,50m,Not in Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-23 22:38 UTC,10h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-23 21:34 UTC,6h 40m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BALTIMORE,DEPARTURE,Port,LOS ANGELES,2021-11-23 21:26 UTC,5h 5m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-23 20:54 UTC,6h 14m,Not in Transit,Tug,SUPPORTING VESSELS
CLEAN OCEAN,DEPARTURE,Port,LOS ANGELES,2021-11-23 13:41 UTC,12h 24m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-23 13:29 UTC,11h 9m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-23 13:20 UTC,12h 49m,Not in Transit,Crew Boat,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:55 UTC,10h 40m,Not in Transit,Tug,SUPPORTING VESSELS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-23 05:23 UTC,12h 22m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:55 UTC,5h 40m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:50 UTC,11h 23m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM DAWN,DEPARTURE,Port,LOS ANGELES,2021-11-23 22:40 UTC,19h 50m,Not in Transit,Tug,SUPPORTING VESSELS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-23 22:04 UTC,1d 20h 52m,Not in Transit,Other Passenger,PASSENGER SHIPS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-23 21:15 UTC,1d 21h 19m,Not in Transit,Unspecified,OTHER MARKETS
LAPPD BOAT 39,DEPARTURE,Port,LOS ANGELES,2021-11-23 19:53 UTC,1d 5m,Not in Transit,Other Special Craft,OTHER MARKETS
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-23 19:23 UTC,18h 38m,Not in Transit,Other Special Craft,OTHER MARKETS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 19:00 UTC,15h 51m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-23 18:37 UTC,18h 21m,Not in Transit,Other Fishing,FISHING
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-23 15:01 UTC,1d 16h 55m,Not in Transit,Other Special Craft,OTHER MARKETS
A FUJI,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:54 UTC,1d 18h 51m,Not in Transit,Container Ship,CONTAINER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:46 UTC,18h 29m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-23 12:16 UTC,17h 27m,Not in Transit,Other Special Craft,OTHER MARKETS
ST KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-23 11:04 UTC,1d 20h 26m,Not in Transit,Other Fishing,FISHING
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-23 08:20 UTC,23h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:56 UTC,23h 25m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:49 UTC,14h 29m,Not in Transit,Tug,SUPPORTING VESSELS
DIVE BOAT 1,DEPARTURE,Port,LOS ANGELES,2021-11-23 21:50 UTC,4d 2h 54m,Not in Transit,Other Special Craft,OTHER MARKETS
HOKULEA,DEPARTURE,Port,LOS ANGELES,2021-11-23 20:29 UTC,9d 23h 14m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
ANGELS PILOT,DEPARTURE,Port,LOS ANGELES,2021-11-23 18:57 UTC,24d 5h 19m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
CATALINA ROSE,DEPARTURE,Port,LOS ANGELES,2021-11-23 17:01 UTC,10d 21h 32m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
LAGUNA,DEPARTURE,Port,LOS ANGELES,2021-11-23 16:57 UTC,3d 19h 29m,Not in Transit,Other Special Craft,OTHER MARKETS
CATALINA PROVIDER,DEPARTURE,Port,LOS ANGELES,2021-11-23 01:35 UTC,2d 17h 55m,Not in Transit,Other Cargo,DRY BREAKBULK
MARIE CHERAMIE,DEPARTURE,Port,LOS ANGELES,2021-11-23 00:23 UTC,9d 22h 13m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
ZUDM14,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:52 UTC,1h 31m,Not in Transit,Other Passenger,PASSENGER SHIPS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:48 UTC,3h 51m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:41 UTC,1h 57m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:39 UTC,1h 45m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
V.A.CABRILLO,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:32 UTC,12m,In Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:27 UTC,1h 13m,Not in Transit,Other Special Craft,OTHER MARKETS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:23 UTC,2h 40m,Not in Transit,Other Passenger,PASSENGER SHIPS
ZUZU,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:02 UTC,1h 14m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
ANN T CHERAMIE,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:38 UTC,2h 29m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:29 UTC,4h 4m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:06 UTC,22m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:35 UTC,2h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
LANA,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:20 UTC,2h 37m,Not in Transit,Other Passenger,PASSENGER SHIPS
KING AND I,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:01 UTC,50m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
PATRICK,DEPARTURE,Port,LOS ANGELES,2021-11-24 19:35 UTC,4h 19m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
ANN T CHERAMIE,DEPARTURE,Port,LOS ANGELES,2021-11-24 19:16 UTC,1h 29m,Not in Transit,Tug,SUPPORTING VESSELS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-24 17:48 UTC,1h ,Not in Transit,Crew Boat,SUPPORTING VESSELS
NEW DEL MAR,DEPARTURE,Port,LOS ANGELES,2021-11-24 16:39 UTC,56m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-24 15:49 UTC,45m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-24 15:21 UTC,3h 52m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-24 14:39 UTC,1h 58m,Not in Transit,Other Special Craft,OTHER MARKETS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-24 12:37 UTC,1h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 12:10 UTC,57m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 10:54 UTC,1h 58m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-24 08:35 UTC,3h 15m,Not in Transit,Tug,SUPPORTING VESSELS
ANN T CHERAMIE,DEPARTURE,Port,LOS ANGELES,2021-11-24 07:10 UTC,1h 20m,Not in Transit,Tug,SUPPORTING VESSELS
KELLY C,DEPARTURE,Port,LOS ANGELES,2021-11-24 04:31 UTC,9m,In Transit,Dredger,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-24 04:16 UTC,3h 27m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-24 03:53 UTC,2h 39m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 02:58 UTC,1h ,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-24 02:36 UTC,2h 59m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 01:54 UTC,4h 3m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-24 01:41 UTC,4h 3m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-24 00:39 UTC,2h 3m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-24 00:23 UTC,50m,Not in Transit,Other Passenger,PASSENGER SHIPS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:04 UTC,13h 51m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 21:37 UTC,9h 10m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
CATALINA PROVIDER,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:53 UTC,10h 52m,Not in Transit,Other Cargo,DRY BREAKBULK
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:47 UTC,11h 59m,Not in Transit,Other Special Craft,OTHER MARKETS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:14 UTC,10h 8m,Not in Transit,Unspecified,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-24 17:41 UTC,12h 56m,Not in Transit,Other Special Craft,OTHER MARKETS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-24 15:52 UTC,5h 10m,Not in Transit,Other Special Craft,OTHER MARKETS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-24 14:31 UTC,5h 23m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-24 13:20 UTC,13h 20m,Not in Transit,Crew Boat,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-24 13:14 UTC,10h 48m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-24 11:24 UTC,7h 27m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-24 10:31 UTC,9h 12m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-24 08:42 UTC,5h 38m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-24 06:34 UTC,5h 27m,Not in Transit,Unspecified,OTHER MARKETS
SUNSHINE ACE,DEPARTURE,Port,LOS ANGELES,2021-11-24 01:52 UTC,12h 39m,Not in Transit,Ro-Ro/Vehicles Carrier,RO/RO
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-24 01:40 UTC,9h 25m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-24 00:29 UTC,9h 39m,Not in Transit,Other Special Craft,OTHER MARKETS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-24 00:13 UTC,11h 1m,Not in Transit,Tug,SUPPORTING VESSELS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:58 UTC,1d 20h 25m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:09 UTC,20h 7m,Not in Transit,Other Passenger,PASSENGER SHIPS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-24 21:42 UTC,22h 43m,Not in Transit,Other Special Craft,OTHER MARKETS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:49 UTC,19h 43m,Not in Transit,Tug,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:41 UTC,16h 49m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM DAWN,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:47 UTC,17h 37m,Not in Transit,Tug,SUPPORTING VESSELS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:32 UTC,18h 10m,Not in Transit,Other Fishing,FISHING
DIVE BOAT 1,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:22 UTC,20h 11m,Not in Transit,Other Special Craft,OTHER MARKETS
LAGUNA,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:01 UTC,20h 14m,Not in Transit,Other Special Craft,OTHER MARKETS
CLEAN OCEAN,DEPARTURE,Port,LOS ANGELES,2021-11-24 17:57 UTC,16h 36m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-24 17:50 UTC,1d 15h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
KENNETH CARL,DEPARTURE,Port,LOS ANGELES,2021-11-24 16:14 UTC,1d 18h 26m,Not in Transit,Pollution Control Vessel,SUPPORTING VESSELS
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-24 16:05 UTC,15h 34m,Not in Transit,Other Special Craft,OTHER MARKETS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-24 11:13 UTC,1d 6h 31m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-24 09:55 UTC,19h 20m,Not in Transit,Other Special Craft,OTHER MARKETS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-24 09:27 UTC,16h 1m,Not in Transit,Other Special Craft,OTHER MARKETS
CATALINA PROVIDER,DEPARTURE,Port,LOS ANGELES,2021-11-24 02:55 UTC,18h 29m,Not in Transit,Other Cargo,DRY BREAKBULK
